titulo,autores,fonte,ano,citacoes,resumo,link,pdf_url,pdf_local
[LIVRO] [B] Tecnologias e educação: Desafios e possibilidades,M Moretto,", CJA Feitoza - 2021 - books.google.com",2021,4,"Tecnologia e Educação: desafios e possibilidades, obra organizada pelas autoras MilenaMoretto e Claudia de Jesus Abreu Feitoza, tem como tema principal a importância do uso das …",https://books.google.com/books?hl=pt-BR&lr=&id=EZAtEAAAQBAJ&oi=fnd&pg=PT55&dq=%22geotecnologias%22+%22ensino+m%C3%A9dio+integrado%22&ots=Fcxwv3-aQW&sig=eogLPIhnTWhdjxXVotDZa1nSI0o,,
"Ubá, uma cidade quente? Um estudo do clima observado e percebido","FF Pacheco, A de Souza - ENTRE-LUGAR, 2021 - ojs.ufgd.edu.br",,2021,3,"O presente trabalho objetivou compreender a construção social da percepção climática doshabitantes das cidades de visconde do Rio Branco, Ubá e Tocantins, traçando um paralelo …",https://ojs.ufgd.edu.br/entre-lugar/article/view/11205,https://ojs.ufgd.edu.br/entre-lugar/article/download/11205/7906,"/home/lifa/resultados_geo_emi/pdfs/0089_Ubá, uma cidade quente_ Um estudo do clima observado e percebido.pdf"
"Da Lousa à Tela, da Trena oo Clique: Letramento Cartográfico no Ensino Médio Integrado",JM Penha - 2020 - repositorio.ifpb.edu.br,,2020,0,"Este estudo tem como objeto o letramento cartográfico de estudantes do Curso TécnicoIntegrado em Edificações (CTIE) do Instituto Federal de Educação, Ciência e Tecnologia da …",https://repositorio.ifpb.edu.br/handle/177683/1009,https://repositorio.ifpb.edu.br/bitstream/177683/1009/1/DISSERTA%C3%87%C3%83O_VERS%C3%83O%20FINAL_Jonas%20Marques%20da%20Penha.pdf,"/home/lifa/resultados_geo_emi/pdfs/0007_Da Lousa à Tela, da Trena oo Clique_ Letramento Cartográfico no Ensino Médio Int.pdf"
Design research e geotecnologias na educação básica sob a ótica da transdisciplinaridade,"JN Alves,",BL de Faria,2020,1,"… A intervenção didático-pedagógica aqui apresentada, foi motivada pela disciplina “Revoluçãodos Mapas” ofertada a alunos doEnsinoMédiointegradomatriculados nos …",https://rsdjournal.org/rsd/article/view/1996,https://rsdjournal.org/rsd/article/download/1996/1675,/home/lifa/resultados_geo_emi/pdfs/0015_Design research e geotecnologias na educação básica sob a ótica da transdiscipli.pdf
A aplicação do software Google Earth Pro como possibilidade de geotecnologia para o ensino de cartografia escolar em Geografia,"ÍRF Silva, RFP de Lima - Diversitas Journal, 2020 - diversitasjournal.com.br",,2020,8,… geográficos são denominadasGeotecnologias. “Asgeotecnologiaspodem ser entendidas… AsGeotecnologiasinseridas na Geografia Escolar podem ser uma ferramenta bastante …,https://diversitasjournal.com.br/diversitas_journal/article/view/1068,https://diversitasjournal.com.br/diversitas_journal/article/download/1068/940,/home/lifa/resultados_geo_emi/pdfs/0021_A aplicação do software Google Earth Pro como possibilidade de geotecnologia par.pdf
Políticas de educação em tempo integral no ensino médio público: análise georreferenciada do estado de São Paulo,MC Silva - 2020 - repositorio.unesp.br,,2020,0,… utilizougeotecnologiascomo ferramentas metodológicas auxiliares para dimensionar adesigualdade educacional no município do Rio de Janeiro. Tem-se como premissa que o …,https://repositorio.unesp.br/entities/publication/4fb44a57-604b-40c0-968b-a484effa7722,https://repositorio.unesp.br/bitstreams/c296e99d-1a46-4b7c-800e-3faa9795a58c/download,/home/lifa/resultados_geo_emi/pdfs/0026_Políticas de educação em tempo integral no ensino médio público_ análise georref.pdf
Delineando os saberes da geografia escolar no curso técnico em meio ambiente do IFMA-Campus Buriticupu: projeto de trabalho uma proposta integradora,JMP SILVA - 2020 - tedebc.ufma.br,,2020,0,… As turmas doensinomédiointegrado(1º ao 3º ano) funcionam nos turnos matutino evespertino. No noturno funcionam apenas as turmas do PROEJA (1º ao 3º ano) e as turmas dos …,http://www.tedebc.ufma.br:8080/jspui/handle/tede/3186,http://www.tedebc.ufma.br:8080/jspui/bitstream/tede/3186/2/JUCILEIDE-SILVA.pdf,/home/lifa/resultados_geo_emi/pdfs/0034_Delineando os saberes da geografia escolar no curso técnico em meio ambiente do.pdf
Ciências na pandemia: uma proposta pedagógica que envolve interdisciplinaridade e contextualização,"JN Alves,",BL de Faria,2020,33,"… Essa abordagem buscou auxiliar não só a compreensão dos fatos/fenômenos da pandemiapela integração e relação com os conteúdos programáticos doensinomédiointegrado, …",https://ojshomologa.ifsul.edu.br/thema/article/view/1850,https://ojshomologa.ifsul.edu.br/thema/article/download/1850/1566,
Diversitas Journal,"ÍRF Silva¹, RFP de Lima - Diversitas, 2020 - diversitasjournal.com.br",,2020,0,… geográficos são denominadasGeotecnologias. “Asgeotecnologiaspodem ser entendidas… AsGeotecnologiasinseridas na Geografia Escolar podem ser uma ferramenta bastante …,https://diversitasjournal.com.br/diversitas_journal/article/download/1068/940/4020,https://diversitasjournal.com.br/diversitas_journal/article/download/1068/940/4020,/home/lifa/resultados_geo_emi/pdfs/0053_Diversitas Journal.pdf
[LIVRO] [B] Educação Ambiental e Psicologia Positiva:: Interlocução Estratégica para a Promoção do Bem-Estar e da Sustentabilidade na Escola,PM Calixto,",",2020,1,"… ensino a partir da oferta de cursos de qualificação,ensinomédiointegrado, superior e pós… Neste livro interessa-nos a dimensão doensinomédiointegrado, o qual está assentado na …",https://books.google.com/books?hl=pt-BR&lr=&id=Lyb3DwAAQBAJ&oi=fnd&pg=PT87&dq=%22geotecnologias%22+%22ensino+m%C3%A9dio+integrado%22&ots=lm9nWsvCnk&sig=z3i5Eunz8rTstRC0PUxfml0ZohY,,
Controlador Fuzzy para Monitoramento Agrícola Contextualizado,"E Santos, C Santos, I Pereira, L Santos… - Escola Regional de …, 2020 - sol.sbc.org.br",,2020,0,… Essa mudança é derivada do uso dasGeotecnologiase da Inter- … O projeto foi desenvolvidopor alunos do terceiro ano doEnsinoMédioIntegradoao Técnico de Informática do …,https://sol.sbc.org.br/index.php/erbase/article/view/15468,https://sol.sbc.org.br/index.php/erbase/article/download/15468/15311,/home/lifa/resultados_geo_emi/pdfs/0072_Controlador Fuzzy para Monitoramento Agrícola Contextualizado.pdf
Ensinar Geografia no Ensino Médio Integrado : uma experiência no IFPA,"LBF do Sacramento, CN da Costa - Anais do 14° Encontro …, 2019 - ocs.ige.unicamp.br",,2019,1,"… Em segundo lugar, o uso dasgeotecnologiasde informação … Essasgeotecnologiasassociadas ao uso da internet e dos … , aula de campo egeotecnologias. As possibilidades e as …",http://ocs.ige.unicamp.br/ojs/anais14enpeg/article/view/3153,https://ocs.ige.unicamp.br/ojs/anais14enpeg/article/download/3153/3016,/home/lifa/resultados_geo_emi/pdfs/0003_Ensinar Geografia no Ensino Médio Integrado _ uma experiência no IFPA.pdf
Elaboração de mapas temáticos com estudantes do Ensino Médio através do QGIS,"JS dos Santos - Educitec-Revista de Estudos e Pesquisas …, 2019 - sistemascmc.ifam.edu.br",,2019,1,… as possibilidades de uma futura atuação profissional no âmbito dasgeotecnologias. … oano letivo pelos estudantes doEnsinoMédioIntegrado. O projeto objetivava demonstrar a …,https://sistemascmc.ifam.edu.br/educitec/index.php/educitec/article/view/847,https://sistemascmc.ifam.edu.br/educitec/index.php/educitec/article/download/847/351,/home/lifa/resultados_geo_emi/pdfs/0022_Elaboração de mapas temáticos com estudantes do Ensino Médio através do QGIS.pdf
MINHA GEOGRAFIA: SISTEMA DE INFORMAÇÃO GEOGRÁFICA (SIG) E A CONSTRUÇÃO DO CONHECIMENTO GEOGRÁFICO NO ENSINO BÁSICO,"EAM Barroso - Anais do 14° Encontro Nacional de Prática de …, 2019 - ocs.ige.unicamp.br",,2019,0,"… Ainda no contexto bibliográfico, a terceira parte, busca estabelecer as conexões entreGeotecnologiase a produção do conhecimento na Educação Básica. A quarta parte apresenta a …",http://ocs.ige.unicamp.br/ojs/anais14enpeg/article/view/3110,https://ocs.ige.unicamp.br/ojs/anais14enpeg/article/download/3110/2973,/home/lifa/resultados_geo_emi/pdfs/0027_MINHA GEOGRAFIA_ SISTEMA DE INFORMAÇÃO GEOGRÁFICA (SIG) E A CONSTRUÇÃO DO CONHEC.pdf
O LENpGEO e a atividade de pesquisa na escola: redescobrindo a paisagem urbana do bairro de São Cristóvão através do projeto “Nós Propomos!”,"LO da Silva,",VS Scalercio,2019,0,"… da 3ª série doEnsinoMédioIntegradodo curso de Meio … !’” e o uso dasGeotecnologiasno Ensino Básico: a Produção de … Aliando as discussões, o campo e asgeotecnologias…",https://portalespiral.cp2.g12.br/index.php/GIRAMUNDO/article/view/2532,https://portalespiral.cp2.g12.br/index.php/GIRAMUNDO/article/download/2532/1740,
Práticas pedagógica na educação profissional: um estudo sobre a cartografia social como metodologia de ensino em geografia,MS Pontes - 2019 - rima.ufrrj.br,,2019,0,"… O uso dasgeotecnologiasna …ensinomédiointegradoe subsequente. Hoje, além doscursos de Agropecuária, Administração e informática da modalidadeEnsinomédioIntegradoe …",https://rima.ufrrj.br/jspui/handle/20.500.14407/12422,https://rima.ufrrj.br/jspui/bitstream/20.500.14407/12422/3/2019%20-%20Mois%C3%A9s%20de%20Souza%20Pontes.pdf,/home/lifa/resultados_geo_emi/pdfs/0039_Práticas pedagógica na educação profissional_ um estudo sobre a cartografia soci.pdf
A Geografia escolar na contemporaneidade: uma análise a partir da perspectiva dos alunos do ensino médio da rede estadual no município de Nova Iguaçu-RJ,JS Oliveira Junior - 2019 - rima.ufrrj.br,,2019,0,"… Como foi mencionado, a geografia crítica, em seu apogeu enquanto paradigma geográfico,tentava ignorar asgeotecnologiase os aspectos físicos para dar uma ênfase maior a …",https://rima.ufrrj.br/jspui/handle/20.500.14407/13763,https://rima.ufrrj.br/jspui/bitstream/20.500.14407/13763/3/2019%20-%20Jardel%20da%20Silva%20Oliveira%20Junior.pdf,/home/lifa/resultados_geo_emi/pdfs/0059_A Geografia escolar na contemporaneidade_ uma análise a partir da perspectiva do.pdf
Levantamento de riscos ambientais através da análise de modo de falhas e efeitos nos laboratórios do Campus Recife/IFPE,FA Lira - 2019 - repositorio.ifpe.edu.br,,2019,0,"… O SIG utilizado nesta pesquisa foi o ArcGIS, disponível no Laboratório deGeotecnologiase Meio Ambiente do Campus Recife do IFPE. Para o mapa temático apresentando o NPR, …",https://repositorio.ifpe.edu.br/xmlui/handle/123456789/137,https://repositorio.ifpe.edu.br/xmlui/bitstream/handle/123456789/137/Levantamento%20de%20riscos%20ambientais%20atrav%C3%A9s%20da%20an%C3%A1lise%20de%20modo%20de%20falhas%20e%20efeitos%20nos%20laborat%C3%B3rios%20do%20Campus%20Recife%20%20IFPE.pdf?sequence=1,/home/lifa/resultados_geo_emi/pdfs/0090_Levantamento de riscos ambientais através da análise de modo de falhas e efeitos.pdf
Análise macroscópica da qualidade dos recursos hídricos das bacias hidrográficas dos córregos Lava-Pés e Pedrinhas em Silvânia/GO,"CEF da Silva, LL Ribeiro,",AS de Jesus,2019,1,… Possui experiência em pesquisa envolvendo avaliação de bacias hidrográficas com usodegeotecnologiascomo geoprocessamento e sensoriamento remoto aplicado a análises de …,https://periodicos.ifg.edu.br/tecnia/article/view/924,https://periodicos.ifg.edu.br/tecnia/article/download/924/755,/home/lifa/resultados_geo_emi/pdfs/0095_Análise macroscópica da qualidade dos recursos hídricos das bacias hidrográficas.pdf
[TXT] [TXT] Programa de Pós-Graduação em Educação,"AA da Silva - Silva, 2019 - repositorio.unesp.br",,2019,1,…Ensinomédiointegradoao técnico nas unidades do Centro Paula Souza ..................... 145…Ensinomédiointegradoao técnico nas unidades do Instituto Federal de São Paulo .... 147 …,https://repositorio.unesp.br/bitstreams/9f889696-3f32-48bc-8c36-0a70cf64e6bd/download,https://repositorio.unesp.br/bitstreams/9f889696-3f32-48bc-8c36-0a70cf64e6bd/download,
Avaliação dos danos ambientais provocados pelo desastre tecnológico da mineradora Vale SA no vale do rio Paraopeba,A Costa,",",2019,5,… em hidrogeomorfologia (com ênfase no estudo de áreas úmidas) egeotecnologias. …de sociologia para oEnsinoMédiointegrado. Lattes: http://lattes.cnpq.br/1514983457014668 …,https://www.revista.ueg.br/index.php/sapiencia/article/view/9414,https://www.revista.ueg.br/index.php/sapiencia/article/download/9414/7094,/home/lifa/resultados_geo_emi/pdfs/0111_Avaliação dos danos ambientais provocados pelo desastre tecnológico da minerador.pdf
Geotecnologias aplicadas ao ensino de geografia: um recurso tecnológico de aprendizado para o ensino médio.,MVC LOIOLA - 2018 - dspace.sti.ufcg.edu.br,,2018,2,"… O objetivo desse projeto foi de aplicar as possibilidades de uso degeotecnologiascomo …, onde 50% afirmaram saber o que sãogeotecnologiase que têm acesso a softwares do …",https://dspace.sti.ufcg.edu.br/handle/riufcg/896,https://dspace.sti.ufcg.edu.br/bitstream/riufcg/896/3/MARCUS%20VIN%C3%8DCIUS%20DO%20CARMO%20LOIOLA%20-%20ARTIGO%20PPGSA%20PROFISSIONAL%202018.pdf,
O ensino de cartografia escolar e geotecnologias em geografia através da utilização do Software Google Earth Pro,ÍRF Silva - 2018 - repositorio.ufal.br,,2018,0,…geotecnologiasnas turmas de terceiro ano do Ensino Médio de uma instituição escolarpública localizada no Distrito de Piau - Piranhas/AL. AsGeotecnologias… eGeotecnologiasno …,https://www.repositorio.ufal.br/handle/riufal/3668,https://www.repositorio.ufal.br/bitstream/riufal/3668/1/O%20ensino%20de%20cartografia%20escolar%20e%20geotecnologias%20em%20geografia%20atrav%C3%A9s%20da%20utiliza%C3%A7%C3%A3o%20do%20Software%20Google%20Earth%20Pro.pdf,/home/lifa/resultados_geo_emi/pdfs/0017_O ensino de cartografia escolar e geotecnologias em geografia através da utiliza.pdf
Da gestão à escuta uma análise sobre as experiências de clubes de rádio em escolas públicas de fortaleza,LBS Silva - 2018 - repositorio.ufc.br,,2018,1,"… pode possibilitar a compreensão de entendimento do lugar dos alunos doEnsinoMédioIntegradodo IFBA Campus Valença?” (p.15) Para isso, foram desenvolvidas oficinas, …",https://repositorio.ufc.br/handle/riufc/35836,https://repositorio.ufc.br/bitstream/riufc/35836/1/2018_dis_lbssilva.pdf,/home/lifa/resultados_geo_emi/pdfs/0104_Da gestão à escuta uma análise sobre as experiências de clubes de rádio em escol.pdf
Propriedade Termo-Óptica do Óleo de Maracujá,"MV da Silva Farias,",SC Zilio,2018,0,"O óleo de maracujá é rico em ômegas 3, 6 e 9 o que o torna um forte aliado no combate aflacidez da pele, além de possuir propriedades antioxidantes, as quais evitam o …",http://waltenomartins.com.br/periodico_campus_2018.pdf#page=116,http://waltenomartins.com.br/periodico_campus_2018.pdf#page=116,/home/lifa/resultados_geo_emi/pdfs/0107_Propriedade Termo-Óptica do Óleo de Maracujá.pdf
"Construção, Comparação e Agrupamento Automáticos de Mapas Conceituais Como Apoio a Atividades Pedagógicas","W Gaspar - Vitória, Espírito Santo, 2018 - sappg.ufes.br",,2018,1,"Este capítulo apresenta uma visão geral da pesquisa desenvolvida, o contexto em que elase insere, suas motivações, hipóteses, questões que nortearam seu desenvolvimento, assim …",https://sappg.ufes.br/tese_drupal/tese_12665_dissertacao%20Wagner%20final-merged.pdf,https://sappg.ufes.br/tese_drupal/tese_12665_dissertacao%20Wagner%20final-merged.pdf,"/home/lifa/resultados_geo_emi/pdfs/0108_Construção, Comparação e Agrupamento Automáticos de Mapas Conceituais Como Apoio.pdf"
O uso de geotecnologias na prática de ensino de geografia no ensino médio integrado : um experimento em educação proativa,RS Santos - 2017 - rima.ufrrj.br,,2017,0,"… de ensino da Geografia,geotecnologiase educação proativa; … Pôde se verificar que asgeotecnologiassão instrumentos … à medida que asgeotecnologiascontribuíram com o ensino …",https://rima.ufrrj.br/jspui/handle/20.500.14407/12617,https://rima.ufrrj.br/jspui/bitstream/20.500.14407/12617/3/2017%20-%20Rejiane%20de%20Souza%20Santos.pdf,/home/lifa/resultados_geo_emi/pdfs/0001_O uso de geotecnologias na prática de ensino de geografia no ensino médio integr.pdf
[CITAÇÃO] [C] … Educar pela Pesquisa com a Teoria das Representações Sociais: uma proposta possível para o espaço da aula de Química no Ensino Médio Integrado,CV Fonseca,"- Experiências em Ensino de Ciências, 2017",2017,4,,,,
O Exame Nacional do Ensino Médio (ENEM) e suas repercussões na avaliação da aprendizagem de Geografia,RJ Oliveira Júnior - 2017 - repositorio.ufrn.br,,2017,1,"… exploratória, 56 estudavam na Região Leste; 33 na Região Sul; 34 na Região Oeste e73 na Região Norte (incluindo duas escolas, sendo uma delas deEnsinoMédioIntegrado), …",https://repositorio.ufrn.br/bitstreams/a28ebeba-f81c-4cb0-a6ed-3d4fc7139b2e/download,https://repositorio.ufrn.br/bitstreams/a28ebeba-f81c-4cb0-a6ed-3d4fc7139b2e/download,
Caderno de Resumos da VII Semana de Produção Científica,"IFB Editora - EDITORA IFB, 2017 - arquivorevistaeixo.ifb.edu.br",,2017,0,… de Ciências: metodologia diversificada para o preparo dos licenciandos Active learning:experiências de aprendizagem significativa baseada em projetos noensinomédiointegrado. …,https://arquivorevistaeixo.ifb.edu.br/index.php/editoraifb/article/view/537/305,https://arquivorevistaeixo.ifb.edu.br/index.php/editoraifb/article/view/537/305,/home/lifa/resultados_geo_emi/pdfs/0069_Caderno de Resumos da VII Semana de Produção Científica.pdf
A importância do conhecimento geotecnológico no curso técnico em recursos pesqueiros do IFRN,"G Albino,",P Araújo,2017,2,"… Dentre as quais, destacamos asgeotecnologiascomo protagonistas do nosso estudo. O …apenas no Campus Macau, comoEnsinoMédioIntegrado, quando os conhecimentos técnicos …",https://memoria.ifrn.edu.br/handle/1044/1863,https://memoria.ifrn.edu.br/bitstream/handle/1044/1863/Fran%C3%A7a%20et%20al%20%282017%29.pdf?sequence=1&isAllowed=y,/home/lifa/resultados_geo_emi/pdfs/0071_A importância do conhecimento geotecnológico no curso técnico em recursos pesque.pdf
[CITAÇÃO] [C] PRÁTICA PEDAGÓGICA EM EDUCAÇÃO AMBIENTAL,"SF Angelo, LL Amaral - IX Encontro ANPAE-ES (2017), 2017",,2017,0,,,,
Anais do 35º Seminário de Extensão Universitária da Região Sul,BP Stoeckl,- 2017 - academia.edu,2017,0,… 1177 UFPELGeotecnologiascomo recurso didático na educação básica. 1183 UFPELMural G-Biotec: Sete anos divulgando a ciência e a biotecnologia. 1189 UFPEL Ação em saúde …,https://www.academia.edu/download/125595251/187765526.pdf,https://www.academia.edu/download/125595251/187765526.pdf,
O FACEBOOK COMO COADJUVANTE NO ENSINO–APRENDIZAGEM DE TEXTOS: UMA PROPOSTA METODOLÓGICA PARA O ENSINO MÉDIO,"CSM Nogueira - Salvador/Bahia/Brasil Novembro/2016, 2016 - grupodepesquisafortec.com",,2016,0,"… do 2º ano doensinomédiointegradoao curso técnico de … , os estudos sobre asGeotecnologiasna articulação de … com as potencialidades dasgeotecnologiase seus princípios …",https://www.grupodepesquisafortec.com/_files/ugd/41c13d_8ed7f88cf6224819989099334c07621f.pdf#page=128,https://www.grupodepesquisafortec.com/_files/ugd/41c13d_8ed7f88cf6224819989099334c07621f.pdf#page=128,/home/lifa/resultados_geo_emi/pdfs/0030_O FACEBOOK COMO COADJUVANTE NO ENSINO–APRENDIZAGEM DE TEXTOS_ UMA PROPOSTA METOD.pdf
[CITAÇÃO] [C] Perfil e perspectivas do aluno do curso técnico integrado em agropecuária do IFRO–Campus Ariquemes,"Q da Silva Rosa, FA da Silva, V Schoaba… - Revista Edutec, 2016",,2016,2,,,,
"[CITAÇÃO] [C] GEOTECNOLOGIAS NA AVALIAÇÃO DAS ÁREAS DE PRESERVAÇÃO PERMANENTE NA MICROBACIA CÓRREGO DA VARGEM, SÃO ROQUE-SP","AM BRITO, F NOGUEIRA,",RA VALENTE,2016,0,Objetivo: esse trabalho teve como principal objetivo verificar se as Áreas de PreservaçãoPermanente na microbacia Córrego da Vargem situada no município de São Roque estão de …,https://itp.ifsp.edu.br/ojs/index.php/nutecca/article/view/571,,
[CITAÇÃO] [C] PAGAMENTO POR SERVIÇOS AMBIENTAIS PARA A PROTEÇÃO DE RECURSOS HÍDRICOS: CASO IBIÚNA-SP,"FS ROSA,",KC TONELLO,2016,0,"… Posteriormente, foram utilizadasgeotecnologiasvisando determinar e quantificar localidadesprioritárias para conservação e restauração. A primeira etapa consistiu: na sistematização …",https://itp.ifsp.edu.br/ojs/index.php/nutecca/article/view/588,,
O YouTube como ferramenta pedagógica no ensino de geografia,CM Schmitt - 2015 - lume.ufrgs.br,,2015,6,"A globalização trouxe mudanças significativas em todas as áreas da sociedade. As mídiase TIC têm contribuído especialmente para uma nova forma de viver, se comunicar, e de …",https://lume.ufrgs.br/handle/10183/133982,https://lume.ufrgs.br/bitstream/handle/10183/133982/000978838.pdf?sequence,/home/lifa/resultados_geo_emi/pdfs/0074_O YouTube como ferramenta pedagógica no ensino de geografia.pdf
Análise do território da estratégia saúde da família por meio do geoprocessmento,AMR Pereira - 2015 - tedebc.ufma.br,,2015,0,"This study demonstrates the use of GIS by a FHS team, located in the most normal clustersof St. Louis, the neighborhood of Coroadinho, in order to describe and analyze the team's …",http://www.tedebc.ufma.br:8080/jspui/handle/tede/1616,http://www.tedebc.ufma.br:8080/jspui/bitstream/tede/1616/2/AntonildePereira.pdf,/home/lifa/resultados_geo_emi/pdfs/0115_Análise do território da estratégia saúde da família por meio do geoprocessmento.pdf
AVALIAÇÃO DA VISITAÇÃO DE INSETOS NA FLORADA DO NIM (Azadirachta indica) EM CÁCERES-MT,"GM da Costa Silva… - UNEMAT, IFMT …, 2014 - mostra.ceicim.com.br",,2014,0,"A Azadirachta indica, comumente chamada de Neem ou Nim é uma planta pertencente àfamília Meliaceae, como o mogno. O porte da árvore pode variar de 15 a 20 m de altura, com …",https://www.mostra.ceicim.com.br/wp-content/uploads/2026/03/10aMOSTRA-_Anais_2023.pdf#page=55,https://www.mostra.ceicim.com.br/wp-content/uploads/2026/03/10aMOSTRA-_Anais_2023.pdf#page=55,/home/lifa/resultados_geo_emi/pdfs/0099_AVALIAÇÃO DA VISITAÇÃO DE INSETOS NA FLORADA DO NIM (Azadirachta indica) EM CÁCE.pdf
O programa de extensão universitária Proext no contexto das políticas educacionais no período de 2003 a 2012: uma análise a partir da experiência da Universidade …,VM Rodrigues - 2014 - repositorio.ufu.br,,2014,6,"This research has as a survey object the University Extension Program -Proext (in Portuguese),in the context of the university education\'s policiesand its implication in the university …",http://repositorio.ufu.br/handle/123456789/13999,https://repositorio.ufu.br/bitstream/123456789/13999/1/ProgramaExtensaoUniversitariaProex.pdf,/home/lifa/resultados_geo_emi/pdfs/0114_O programa de extensão universitária Proext no contexto das políticas educaciona.pdf
